id,countryId,mainSiteId,type,typeEn,name,nameEn,municipality,municipalityEn,region,regionEn,postCode,addressNomenclature,x,y,servingDays,servingOfficeId,servingHubOfficeId
388,100,0,s.,s.,ALIGOVSKA,ALIGOVSKA,SMOLYAN,SMOLYAN,SMOLYAN,SMOLYAN,4787,0,24.641954,41.449229,0101000,147,1
391,100,0,s.,s.,ALINO,ALINO,SAMOKOV,SAMOKOV,SOFIA,SOFIA,2019,0,23.383139,42.401826,0101000,71,2
401,100,0,s.,s.,ALTIMIR,ALTIMIR,BYALA SLATINA,BYALA SLATINA,VRATSA,VRATSA,3251,0,23.809979,43.529515,1010100,20,20
429,100,0,s.,s.,ALTSEK,ALTSEK,DOBRICH-SELSKA,DOBRICH-SELSKA,DOBRICH,DOBRICH,9434,0,27.541485,43.775878,1010100,128,4
215,100,0,s.,s.,ALVANOVO,ALVANOVO,TARGOVISHTE,TARGOVISHTE,TARGOVISHTE,TARGOVISHTE,7752,0,26.669555,43.29765,0101000,16,11
480,100,0,s.,s.,ANEVO,ANEVO,SOPOT,SOPOT,PLOVDIV,PLOVDIV,4331,0,24.723876,42.656384,1010100,304,1
446,100,0,s.,s.,ANGEL VOYVODA,ANGEL VOYVODA,MINERALNI BANI,MINERALNI BANI,HASKOVO,HASKOVO,6373,0,25.285963,41.828532,1010100,6,5
432,100,0,s.,s.,ANGELARIY,ANGELARIY,TERVEL,TERVEL,DOBRICH,DOBRICH,9483,0,27.527149,43.829362,1010100,128,4
456,100,0,s.,s.,ANGELOV,ANGELOV,GABROVO,GABROVO,GABROVO,GABROVO,5342,0,25.365253,42.923703,1111100,15,11
494,100,0,s.,s.,ANTIMOVO,ANTIMOVO,TUTRAKAN,TUTRAKAN,SILISTRA,SILISTRA,7628,0,26.689771,43.981781,1010100,10,10
919,100,0,s.,s.,ANTIMOVO,ANTIMOVO,VIDIN,VIDIN,VIDIN,VIDIN,3776,0,22.941688,44.030141,1010100,113,20
504,100,0,s.,s.,ANTON,ANTON,ANTON,ANTON,SOFIA,SOFIA,2089,2,24.259247,42.734933,0101000,304,1
518,100,0,gr.,gr.,ANTONOVO,ANTONOVO,ANTONOVO,ANTONOVO,TARGOVISHTE,TARGOVISHTE,7970,2,26.159819,43.150044,1010100,16,11
521,100,0,s.,s.,APLATSI,APLATSI,ELENA,ELENA,VELIKO TARNOVO,VELIKO TARNOVO,5094,0,25.817795,42.863507,0101000,11,11
549,100,0,s.,s.,APRILOVO,APRILOVO,GORNA MALINA,GORNA MALINA,SOFIA,SOFIA,2128,0,23.683675,42.668804,0101000,2,2
552,100,0,s.,s.,APRILOVO,APRILOVO,GALABOVO,GALABOVO,STARA ZAGORA,STARA ZAGORA,6281,0,25.85673,42.194444,1010100,5,5
566,100,0,s.,s.,APRILOVO,APRILOVO,POPOVO,POPOVO,TARGOVISHTE,TARGOVISHTE,7864,0,26.278778,43.260334,1010100,16,11
571,100,0,s.,s.,APRILTSI,APRILTSI,PAZARDZHIK,PAZARDZHIK,PAZARDZHIK,PAZARDZHIK,4445,0,24.290195,42.312224,1010100,184,1
905,100,0,s.,s.,APRILTSI,APRILTSI,KIRKOVO,KIRKOVO,KARDZHALI,KARDZHALI,6888,0,25.37202,41.319141,0101000,32,5
52218,100,0,gr.,gr.,APRILTSI,APRILTSI,APRILTSI,APRILTSI,LOVECH,LOVECH,5641,2,24.91613,42.841222,1111100,44,11
583,100,0,s.,s.,ARBANASI,ARBANASI,VELIKO TARNOVO,VELIKO TARNOVO,VELIKO TARNOVO,VELIKO TARNOVO,5029,0,25.666537,43.098122,1111110,11,11
672,100,0,s.,s.,ARCHAR,ARCHAR,DIMOVO,DIMOVO,VIDIN,VIDIN,3770,0,22.918864,43.810929,0101000,113,20
597,100,0,s.,s.,ARDA,ARDA,SMOLYAN,SMOLYAN,SMOLYAN,SMOLYAN,4790,0,24.639669,41.462841,0101000,147,1
607,100,0,gr.,gr.,ARDINO,ARDINO,ARDINO,ARDINO,KARDZHALI,KARDZHALI,6750,2,25.135475,41.582562,1010100,32,5
624,100,0,s.,s.,ARKOVNA,ARKOVNA,DALGOPOL,DALGOPOL,VARNA,VARNA,9246,0,27.199788,43.035788,1010100,8,11
638,100,0,s.,s.,ARMENITE,ARMENITE,GABROVO,GABROVO,GABROVO,GABROVO,5347,0,25.225041,42.929415,1111100,15,11
641,100,0,s.,s.,ARMYANKOVTSI,ARMYANKOVTSI,TRYAVNA,TRYAVNA,GABROVO,GABROVO,5363,0,25.570169,42.871563,0101000,15,11
655,100,0,s.,s.,ARNAUTITO,ARNAUTITO,STARA ZAGORA,STARA ZAGORA,STARA ZAGORA,STARA ZAGORA,6069,0,25.543155,42.302923,0101000,5,5
669,100,0,s.,s.,ARPADZHIK,ARPADZHIK,MADAN,MADAN,SMOLYAN,SMOLYAN,4922,0,24.94383,41.53409,1010100,147,1
610,100,0,s.,s.,ARZAN,ARZAN,BREZNIK,BREZNIK,PERNIK,PERNIK,2386,0,22.922189,42.759704,1010100,127,142
697,100,0,s.,s.,ASEN,ASEN,PAVEL BANYA,PAVEL BANYA,STARA ZAGORA,STARA ZAGORA,6149,0,25.198022,42.6557,1111100,21,5
713,100,0,s.,s.,ASENOVETS,ASENOVETS,NOVA ZAGORA,NOVA ZAGORA,SLIVEN,SLIVEN,8933,0,25.95185,42.527843,1010100,56,5
702,100,0,gr.,gr.,ASENOVGRAD,ASENOVGRAD,ASENOVGRAD,ASENOVGRAD,PLOVDIV,PLOVDIV,4230,1,24.878686,42.010658,1111110,17,1
730,100,0,s.,s.,ASENOVO,ASENOVO,STRAZHITSA,STRAZHITSA,VELIKO TARNOVO,VELIKO TARNOVO,5159,0,26.026255,43.280033,0101000,46,11
744,100,0,s.,s.,ASENOVO,ASENOVO,NIKOPOL,NIKOPOL,PLEVEN,PLEVEN,5957,0,24.865746,43.555302,0101000,12,11
758,100,0,s.,s.,ASENOVO,ASENOVO,TUNDZHA,TUNDZHA,YAMBOL,YAMBOL,8667,0,26.658967,42.36768,0101000,73,5
761,100,0,s.,s.,ASENOVTSI,ASENOVTSI,LEVSKI,LEVSKI,PLEVEN,PLEVEN,5913,0,25.099836,43.327909,0101000,25,11
775,100,0,s.,s.,ASPARUHOVO,ASPARUHOVO,KARNOBAT,KARNOBAT,BURGAS,BURGAS,8485,0,27.11076,42.516917,0101010,3,3
789,100,0,s.,s.,ASPARUHOVO,ASPARUHOVO,DALGOPOL,DALGOPOL,VARNA,VARNA,9260,0,27.321405,42.979447,1010100,4,4
792,100,0,s.,s.,ASPARUHOVO,ASPARUHOVO,MEDKOVETS,MEDKOVETS,MONTANA,MONTANA,3661,0,23.212735,43.70361,1010100,831,20
802,100,0,s.,s.,ASPARUHOVO,ASPARUHOVO,LEVSKI,LEVSKI,PLEVEN,PLEVEN,5914,0,25.126587,43.393315,1010100,25,11
63015,100,0,s.,s.,ATIA,ATIA,SOZOPOL,SOZOPOL,BURGAS,BURGAS,8140,0,27.58596,42.438273,1111110,3,3
816,100,0,s.,s.,ATOLOVO,ATOLOVO,STRALDZHA,STRALDZHA,YAMBOL,YAMBOL,8683,0,26.732858,42.598019,1010100,93,5
828,100,0,s.,s.,AUSTA,AUSTA,MOMCHILGRAD,MOMCHILGRAD,KARDZHALI,KARDZHALI,6821,0,25.501794,41.47674,1010100,32,5
59,100,0,s.,s.,AVRAMOVO,AVRAMOVO,YAKORUDA,YAKORUDA,BLAGOEVGRAD,BLAGOEVGRAD,2795,0,23.812212,42.031027,1010100,184,1
62,100,0,s.,s.,AVRAMOVO,AVRAMOVO,ARDINO,ARDINO,KARDZHALI,KARDZHALI,6797,0,25.166557,41.698017,1010100,32,5
84,100,0,s.,s.,AVREN,AVREN,AVREN,AVREN,VARNA,VARNA,9135,0,27.666863,43.115658,0101000,4,4
93,100,0,s.,s.,AVREN,AVREN,KRUMOVGRAD,KRUMOVGRAD,KARDZHALI,KARDZHALI,6930,0,25.709554,41.345594,0101000,32,5
895,100,0,s.,s.,AYDEMIR,AYDEMIR,SILISTRA,SILISTRA,SILISTRA,SILISTRA,7538,0,27.168801,44.097759,1111110,24,10
148,100,0,s.,s.,AYROVO,AYROVO,KARDZHALI,KARDZHALI,KARDZHALI,KARDZHALI,6639,0,25.365989,41.60837,1111100,32,5
151,100,0,gr.,gr.,AYTOS,AYTOS,AYTOS,AYTOS,BURGAS,BURGAS,8500,2,27.248971,42.698961,1111110,3,3
117,100,0,s.,s.,AZMANITE,AZMANITE,TRYAVNA,TRYAVNA,GABROVO,GABROVO,5350,0,25.467563,42.840143,1010100,15,11
2018,100,0,s.,s.,BABA STANA,BABA STANA,TROYAN,TROYAN,LOVECH,LOVECH,,0,24.790593,42.883859,1010100,44,11
2021,100,0,s.,s.,BABA TONKA,BABA TONKA,POPOVO,POPOVO,TARGOVISHTE,TARGOVISHTE,7861,0,26.165296,43.249072,0101000,16,11
2035,100,0,s.,s.,BABEK,BABEK,BREZOVO,BREZOVO,PLOVDIV,PLOVDIV,4156,0,25.073891,42.442753,1010100,1,1
2049,100,0,s.,s.,BABINO,BABINO,BOBOV DOL,BOBOV DOL,KYUSTENDIL,KYUSTENDIL,2683,0,22.970044,42.358359,1010100,118,142
2052,100,0,s.,s.,BABINSKA REKA,BABINSKA REKA,BOBOV DOL,BOBOV DOL,KYUSTENDIL,KYUSTENDIL,2668,0,22.995076,42.331242,1010100,118,142
7884,100,0,s.,s.,BABINTSI,BABINTSI,TETEVEN,TETEVEN,LOVECH,LOVECH,5726,0,24.268115,42.948733,0101000,88,2
2066,100,0,s.,s.,BABITSA,BABITSA,BREZNIK,BREZNIK,PERNIK,PERNIK,2365,0,22.954321,42.735927,1010100,127,142
2076,100,0,s.,s.,BABLON,BABLON,SMOLYAN,SMOLYAN,SMOLYAN,SMOLYAN,4774,0,24.700614,41.479216,0101000,147,1
2083,100,0,s.,s.,BABOVO,BABOVO,SLIVO POLE,SLIVO POLE,RUSE,RUSE,7068,0,26.302187,43.98352,1010100,10,10
2097,100,0,s.,s.,BABUK,BABUK,SILISTRA,SILISTRA,SILISTRA,SILISTRA,7573,0,27.246304,44.012508,1010100,24,10
2107,100,0,s.,s.,BABYAK,BABYAK,BELITSA,BELITSA,BLAGOEVGRAD,BLAGOEVGRAD,2784,0,23.681105,41.955328,1010100,125,13
2960,100,0,s.,s.,BACHEVO,BACHEVO,RAZLOG,RAZLOG,BLAGOEVGRAD,BLAGOEVGRAD,2769,0,23.452763,41.921555,1111110,125,13
2974,100,0,s.,s.,BACHKOVO,BACHKOVO,ASENOVGRAD,ASENOVGRAD,PLOVDIV,PLOVDIV,4251,0,24.858674,41.95179,0101000,17,1
7199,100,0,s.,s.,BADESHTE,BADESHTE,STARA ZAGORA,STARA ZAGORA,STARA ZAGORA,STARA ZAGORA,6058,0,25.677106,42.310412,1010100,5,5
2169,100,0,s.,s.,BADEVTSI,BADEVTSI,ELENA,ELENA,VELIKO TARNOVO,VELIKO TARNOVO,5093,0,25.748646,42.883736,0101000,11,11
2172,100,0,s.,s.,BADINO,BADINO,BOBOSHEVO,BOBOSHEVO,KYUSTENDIL,KYUSTENDIL,2676,0,23.103512,42.17755,0101000,118,142
2191,100,0,s.,s.,BAEVTSI,BAEVTSI,ELENA,ELENA,VELIKO TARNOVO,VELIKO TARNOVO,5087,0,25.786967,42.923356,0101000,11,11
2207,100,0,s.,s.,BAEVTSI,BAEVTSI,GABROVO,GABROVO,GABROVO,GABROVO,5304,0,25.283756,42.811881,1111100,15,11
2110,100,0,s.,s.,BAGALEVTSI,BAGALEVTSI,ELENA,ELENA,VELIKO TARNOVO,VELIKO TARNOVO,5094,0,25.812937,42.892813,0101000,11,11
2124,100,0,s.,s.,BAGRA,BAGRA,KARDZHALI,KARDZHALI,KARDZHALI,KARDZHALI,6749,0,25.321082,41.700326,1010100,32,5
2138,100,0,s.,s.,BAGRENTSI,BAGRENTSI,KYUSTENDIL,KYUSTENDIL,KYUSTENDIL,KYUSTENDIL,2530,0,22.760483,42.279051,1111110,23,142
2141,100,0,s.,s.,BAGRILTSI,BAGRILTSI,KRUMOVGRAD,KRUMOVGRAD,KARDZHALI,KARDZHALI,6944,0,25.792121,41.472376,1010100,32,5
2155,100,0,s.,s.,BAGRYANKA,BAGRYANKA,MOMCHILGRAD,MOMCHILGRAD,KARDZHALI,KARDZHALI,6819,0,25.421826,41.508672,1111110,32,5
2926,100,0,s.,s.,BAHALIN,BAHALIN,SLIVNITSA,SLIVNITSA,SOFIA,SOFIA,2219,0,22.914424,42.885228,0101000,142,142
2935,100,0,s.,s.,BAHOVITSA,BAHOVITSA,LOVECH,LOVECH,LOVECH,LOVECH,5567,0,24.682852,43.188458,1111100,25,11
2943,100,0,s.,s.,BAHRETSI,BAHRETSI,TRYAVNA,TRYAVNA,GABROVO,GABROVO,5367,0,25.531545,42.828638,0101000,15,11
2261,100,0,s.,s.,BAKALITE,BAKALITE,CHERNOOCHENE,CHERNOOCHENE,KARDZHALI,KARDZHALI,6698,0,25.228862,41.739823,0101000,32,5
2289,100,0,s.,s.,BAKYOVO,BAKYOVO,SVOGE,SVOGE,SOFIA,SOFIA,2295,0,23.463718,42.877656,1010100,142,142
2322,100,0,s.,s.,BALABANCHEVO,BALABANCHEVO,SUNGURLARE,SUNGURLARE,BURGAS,BURGAS,,0,26.775053,42.783139,0101000,28,5
2292,100,0,s.,s.,BALABANOVO,BALABANOVO,MOMCHILGRAD,MOMCHILGRAD,KARDZHALI,KARDZHALI,6816,0,25.381303,41.570996,0101000,32,5
2302,100,0,s.,s.,BALABANSKO,BALABANSKO,TROYAN,TROYAN,LOVECH,LOVECH,5615,0,24.651577,42.894797,1010100,44,11
2333,100,0,s.,s.,BALALEYA,BALALEYA,DRYANOVO,DRYANOVO,GABROVO,GABROVO,5370,0,25.431113,42.991613,1010100,11,11
2347,100,0,s.,s.,BALANITE,BALANITE,GABROVO,GABROVO,GABROVO,GABROVO,5301,0,25.369418,42.831769,1111100,15,11
2350,100,0,s.,s.,BALANOVO,BALANOVO,DUPNITSA,DUPNITSA,KYUSTENDIL,KYUSTENDIL,2680,0,23.05884,42.248956,0101000,118,142
2508,100,0,gr.,gr.,BALCHIK,BALCHIK,BALCHIK,BALCHIK,DOBRICH,DOBRICH,9600,2,28.166805,43.411607,1111110,4,4
2381,100,0,s.,s.,BALDEVO,BALDEVO,GARMEN,GARMEN,BLAGOEVGRAD,BLAGOEVGRAD,2948,0,23.769419,41.629227,0101000,130,13
2395,100,0,s.,s.,BALEY,BALEY,BREGOVO,BREGOVO,VIDIN,VIDIN,3797,0,22.647309,44.188794,1010100,113,20
7243,100,0,s.,s.,BALGARANOVO,BALGARANOVO,OMURTAG,OMURTAG,TARGOVISHTE,TARGOVISHTE,7944,0,26.495281,43.022561,0101000,16,11
7377,100,0,s.,s.,BALGARCHEVO,BALGARCHEVO,BLAGOEVGRAD,BLAGOEVGRAD,BLAGOEVGRAD,BLAGOEVGRAD,2746,0,23.03501,42.026024,1111110,13,13
7260,100,0,s.,s.,BALGARENE,BALGARENE,LOVECH,LOVECH,LOVECH,LOVECH,5583,0,24.766049,43.045267,0101000,25,11
7274,100,0,s.,s.,BALGARENE,BALGARENE,LEVSKI,LEVSKI,PLEVEN,PLEVEN,5923,0,25.075951,43.440073,1010100,12,11
7288,100,0,s.,s.,BALGARENE,BALGARENE,RADNEVO,RADNEVO,STARA ZAGORA,STARA ZAGORA,6274,0,25.908221,42.249853,1010100,5,5
7257,100,0,s.,s.,BALGAREVO,BALGAREVO,KAVARNA,KAVARNA,DOBRICH,DOBRICH,9660,0,28.413007,43.402632,1010100,4,4
7291,100,0,s.,s.,BALGARI,BALGARI,TSAREVO,TSAREVO,BURGAS,BURGAS,8274,0,27.729688,42.088343,0101000,3,3
7301,100,0,s.,s.,BALGARI,BALGARI,SEVLIEVO,SEVLIEVO,GABROVO,GABROVO,,0,24.914697,42.934653,1010100,33,11
7315,100,0,s.,s.,BALGARIN,BALGARIN,HARMANLI,HARMANLI,HASKOVO,HASKOVO,6460,0,25.954326,41.954997,1010100,47,5
7329,100,0,s.,s.,BALGARKA,BALGARKA,SILISTRA,SILISTRA,SILISTRA,SILISTRA,7544,0,27.327923,44.023184,0101000,24,10
7332,100,0,gr.,gr.,BALGAROVO,BALGAROVO,BURGAS,BURGAS,BURGAS,BURGAS,8110,0,27.305419,42.617876,1111110,3,3
7346,100,0,s.,s.,BALGARSKA POLYANA,BALGARSKA POLYANA,TOPOLOVGRAD,TOPOLOVGRAD,HASKOVO,HASKOVO,6569,0,26.198365,42.030173,1010100,47,5
7357,100,0,s.,s.,BALGARSKI IZVOR,BALGARSKI IZVOR,TETEVEN,TETEVEN,LOVECH,LOVECH,5733,0,24.287919,43.035574,1010100,88,2
7363,100,0,s.,s.,BALGARSKO SLIVOVO,BALGARSKO SLIVOVO,SVISHTOV,SVISHTOV,VELIKO TARNOVO,VELIKO TARNOVO,5284,0,25.299751,43.545097,0101000,250,11
2405,100,0,s.,s.,BALIK,BALIK,TERVEL,TERVEL,DOBRICH,DOBRICH,9485,0,27.582858,43.801231,1010100,128,4
2419,100,0,s.,s.,BALINOVTSI,BALINOVTSI,GABROVO,GABROVO,GABROVO,GABROVO,5342,0,25.380218,42.921654,1111100,15,11
2436,100,0,s.,s.,BALKAN,BALKAN,STAMBOLOVO,STAMBOLOVO,HASKOVO,HASKOVO,6363,0,25.572668,41.766878,0101000,6,5
2453,100,0,s.,s.,BALKAN MAHALA,BALKAN MAHALA,LAKI,LAKI,PLOVDIV,PLOVDIV,4245,0,24.856767,41.74659,0101000,17,1
2448,100,0,s.,s.,BALKANETS,BALKANETS,TROYAN,TROYAN,LOVECH,LOVECH,5634,0,24.669696,42.837392,1010100,44,11
2467,100,0,s.,s.,BALKANSKI,BALKANSKI,RAZGRAD,RAZGRAD,RAZGRAD,RAZGRAD,7265,0,26.401477,43.523573,0101000,120,10
2470,100,0,s.,s.,BALKANTSI,BALKANTSI,STRAZHITSA,STRAZHITSA,VELIKO TARNOVO,VELIKO TARNOVO,5162,0,26.008948,43.174766,1010100,46,11
2484,100,0,s.,s.,BALKANTSI,BALKANTSI,GENERAL TOSHEVO,GENERAL TOSHEVO,DOBRICH,DOBRICH,9549,0,28.162879,43.598701,0101000,4,4
2511,100,0,s.,s.,BALSHA,BALSHA,STOLICHNA,STOLICHNA,SOFIA (STOLITSA),SOFIA (STOLITSA),1217,2,23.267858,42.847044,1111100,142,142
2498,100,0,s.,s.,BALUTSI,BALUTSI,ELENA,ELENA,VELIKO TARNOVO,VELIKO TARNOVO,5081,0,25.823885,42.950715,0101000,11,11
2364,100,0,s.,s.,BALVAN,BALVAN,VELIKO TARNOVO,VELIKO TARNOVO,VELIKO TARNOVO,VELIKO TARNOVO,5064,0,25.412149,43.085271,0101000,11,11
2378,100,0,s.,s.,BALVANTSITE,BALVANTSITE,DRYANOVO,DRYANOVO,GABROVO,GABROVO,5388,0,25.449775,43.019098,0101000,11,11
2539,100,0,s.,s.,BALYOVTSI,BALYOVTSI,IHTIMAN,IHTIMAN,SOFIA,SOFIA,2060,0,23.683253,42.570562,1111100,2,2
2542,100,0,s.,s.,BALYUVITSA,BALYUVITSA,BERKOVITSA,BERKOVITSA,MONTANA,MONTANA,3529,0,23.205548,43.297039,1010100,60,20
2556,100,0,s.,s.,BANARI,BANARI,DRYANOVO,DRYANOVO,GABROVO,GABROVO,5370,0,25.513668,42.938404,0101000,15,11
2689,100,0,s.,s.,BANCHOVTSI,BANCHOVTSI,IHTIMAN,IHTIMAN,SOFIA,SOFIA,2060,0,23.697106,42.522721,1010100,2,2
2563,100,0,s.,s.,BANGEYTSI,BANGEYTSI,TRYAVNA,TRYAVNA,GABROVO,GABROVO,5351,0,25.451244,42.84962,1010100,15,11
2600,100,0,s.,s.,BANICHAN,BANICHAN,GOTSE DELCHEV,GOTSE DELCHEV,BLAGOEVGRAD,BLAGOEVGRAD,2905,0,23.737429,41.620812,1111100,130,13
2614,100,0,s.,s.,BANISHTE,BANISHTE,BREZNIK,BREZNIK,PERNIK,PERNIK,2388,0,22.728479,42.719194,0101000,127,142
2587,100,0,s.,s.,BANISKA,BANISKA,DVE MOGILI,DVE MOGILI,RUSE,RUSE,7167,0,25.901705,43.458259,0101000,10,10
44402,100,0,s.,s.,BANITE,BANITE,BANITE,BANITE,SMOLYAN,SMOLYAN,4940,0,25.006175,41.615095,1111100,147,1
2590,100,0,s.,s.,BANITSA,BANITSA,VRATSA,VRATSA,VRATSA,VRATSA,3077,0,23.692326,43.344012,1010100,20,20
2628,100,0,s.,s.,BANKOVETS,BANKOVETS,ANTONOVO,ANTONOVO,TARGOVISHTE,TARGOVISHTE,7997,0,26.160986,43.077085,1010100,16,11
2631,100,0,s.,s.,BANKOVTSI,BANKOVTSI,GABROVO,GABROVO,GABROVO,GABROVO,5300,0,25.320098,42.930048,1111100,15,11
2645,100,0,s.,s.,BANKYA,BANKYA,TRAN,TRAN,PERNIK,PERNIK,2466,0,22.680153,42.862904,1010100,127,142
2659,100,0,gr.,gr.,BANKYA,BANKYA,STOLICHNA,STOLICHNA,SOFIA (STOLITSA),SOFIA (STOLITSA),1320,2,23.147057,42.706974,1111110,142,142
2662,100,0,s.,s.,BANOVO,BANOVO,SUVOROVO,SUVOROVO,VARNA,VARNA,9144,0,27.677665,43.264544,1010100,4,4
2676,100,0,gr.,gr.,BANSKO,BANSKO,BANSKO,BANSKO,BLAGOEVGRAD,BLAGOEVGRAD,2770,1,23.49091,41.836986,1111110,125,13
2693,100,0,s.,s.,BANYA,BANYA,RAZLOG,RAZLOG,BLAGOEVGRAD,BLAGOEVGRAD,2778,0,23.522761,41.882756,1111110,125,13
2703,100,0,s.,s.,BANYA,BANYA,NESEBAR,NESEBAR,BURGAS,BURGAS,8239,0,27.818421,42.775641,0101000,4,4
